family	genus	species	taxid	segment	refseqs
Pospiviroidae	Apscaviroid	Apple scar skin viroid	12895	None	NC_001340
Pospiviroidae	Apscaviroid	Australian grapevine viroid	190810	None	NC_003553
Pospiviroidae	Apscaviroid	Citrus bent leaf viroid	12906	None	NC_001651
Pospiviroidae	Apscaviroid	Citrus dwarfing viroid	551523	None	NC_003264
Pospiviroidae	Apscaviroid	Citrus viroid V	459949	None	NC_010165
Pospiviroidae	Apscaviroid	Citrus viroid VI	697192	None	NC_004359
Pospiviroidae	Apscaviroid	Grapevine yellow speckle viroid 1	12904	None	NC_001920
Pospiviroidae	Apscaviroid	Grapevine yellow speckle viroid 2	46342	None	NC_003612
Pospiviroidae	Apscaviroid	Pear blister canker viroid	12783	None	NC_001830
Pospiviroidae	Cocadviroid	Citrus bark cracking viroid	12898	None	NC_003539
Pospiviroidae	Cocadviroid	Coconut cadang-cadang viroid	36453	None	NC_001462
Pospiviroidae	Cocadviroid	Hop latent viroid	12907	None	NC_003611
Pospiviroidae	Coleviroid	Coleus blumei viroid 1	192025	None	NC_003681
Pospiviroidae	Hostuviroid	Hop stunt viroid	12893	None	NC_001351
Pospiviroidae	Pospiviroid	Chrysanthemum stunt viroid	12897	None	NC_002015
Pospiviroidae	Pospiviroid	Citrus exocortis viroid	12890	None	NC_001464
Pospiviroidae	Pospiviroid	Columnea latent viroid	12901	None	NC_003538
Pospiviroidae	Pospiviroid	Iresine viroid 1	53193	None	NC_003613
Pospiviroidae	Pospiviroid	Mexican papita viroid	79450	None	NC_003637
Pospiviroidae	Pospiviroid	Pepper chat fruit viroid	574040	None	NC_011590
Pospiviroidae	Pospiviroid	Potato spindle tuber viroid	12892	None	NC_002030
Pospiviroidae	Pospiviroid	Tomato apical stunt viroid	12885	None	NC_001553
Pospiviroidae	Pospiviroid	Tomato chlorotic dwarf viroid	100785	None	NC_000885
Potyviridae	Bymovirus	Barley mild mosaic virus	12466	RNA 1	NC_003483
Potyviridae	Bymovirus	Barley mild mosaic virus	12466	RNA 2	NC_003482
Potyviridae	Bymovirus	Barley yellow mosaic virus	12465	RNA 1	NC_002990
Potyviridae	Bymovirus	Barley yellow mosaic virus	12465	RNA 2	NC_002991
Potyviridae	Bymovirus	Wheat yellow mosaic virus	75746	RNA 1	NC_002350
Potyviridae	Bymovirus	Wheat yellow mosaic virus	75746	RNA 2	NC_002349
Potyviridae	Ipomovirus	Cassava brown streak virus	137758	None	NC_012698
Potyviridae	Ipomovirus	Ugandan cassava brown streak virus	946046	None	NC_014791
Potyviridae	Poacevirus	Sugarcane streak mosaic virus	53954	None	NC_014037
Potyviridae	Potyvirus	Bean common mosaic necrosis virus	43240	None	NC_004047
Potyviridae	Potyvirus	Bean common mosaic virus	12196	None	NC_003397
Potyviridae	Potyvirus	Bean yellow mosaic virus	12197	None	NC_003492
Potyviridae	Potyvirus	Canna yellow streak virus	433462	None	NC_013261
Potyviridae	Potyvirus	Chilli veinal mottle virus	52280	None	NC_005778
Potyviridae	Potyvirus	Dasheen mosaic virus	29271	None	NC_003537
Potyviridae	Potyvirus	East Asian Passiflora virus	341167	None	NC_007728
Potyviridae	Potyvirus	Leek yellow stripe virus	42004	None	NC_004011
Potyviridae	Potyvirus	Lettuce mosaic virus	12202	None	NC_003605
Potyviridae	Potyvirus	Narcissus yellow stripe virus	160843	None	NC_011541
Potyviridae	Potyvirus	Papaya ringspot virus	12205	None	NC_001785
Potyviridae	Potyvirus	Pennisetum mosaic virus	221262	None	NC_007147
Potyviridae	Potyvirus	Pepper mottle virus	12209	None	NC_001517
Potyviridae	Potyvirus	Plum pox virus	12211	None	NC_001445
Potyviridae	Potyvirus	Potato virus A	12215	None	NC_004039
Potyviridae	Potyvirus	Potato virus Y	12216	None	NC_001616
Potyviridae	Potyvirus	Sorghum mosaic virus	32619	None	NC_004035
Potyviridae	Potyvirus	Soybean mosaic virus	12222	None	NC_002634,NC_005903
Potyviridae	Potyvirus	Sugarcane mosaic virus	12224	None	NC_003398
Potyviridae	Potyvirus	Sweet potato feathery mottle virus	12844	None	NC_001841
Potyviridae	Potyvirus	Sweet potato virus 2	453050	None	NC_017970
Potyviridae	Potyvirus	Sweet potato virus C	930881	None	NC_014742
Potyviridae	Potyvirus	Sweet potato virus G	46619	None	NC_018093
Potyviridae	Potyvirus	Tobacco etch virus	12227	None	NC_001555
Potyviridae	Potyvirus	Tobacco vein banding mosaic virus	33765	None	NC_009994
Potyviridae	Potyvirus	Turnip mosaic virus	12230	None	NC_002509
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	None	NC_006262
Potyviridae	Potyvirus	Yam mild mosaic virus	87097	None	NC_019412
Potyviridae	Potyvirus	Zucchini yellow mosaic virus	12232	None	NC_003224
Potyviridae	Tritimovirus	Wheat streak mosaic virus	31741	None	NC_001886
Poxviridae	Avipoxvirus	Fowlpox virus	10261	None	NC_002188
Poxviridae	Capripoxvirus	Lumpy skin disease virus	59509	None	NC_003027
Poxviridae	Leporipoxvirus	Myxoma virus	10273	None	NC_001132
Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	10279	None	NC_001731
Poxviridae	Orthopoxvirus	Cowpox virus	10243	None	NC_003663
Poxviridae	Orthopoxvirus	Monkeypox virus	10244	None	NC_003310
Poxviridae	Orthopoxvirus	Vaccinia virus	10245	None	NC_006998
Poxviridae	Orthopoxvirus	Variola virus	10255	None	NC_001611
Poxviridae	Parapoxvirus	Orf virus	10258	None	NC_005336
Reoviridae	Aquareovirus	Aquareovirus C	185782	10	NC_005175
Reoviridae	Cardoreovirus	Eriocheir sinensis reovirus	273810	None	NC_043191,NC_043186,NC_043184,NC_043188,NC_043183,NC_043180,NC_043181,NC_043190,NC_043187,NC_043189,NC_043185,NC_043182
Reoviridae	Cypovirus	Cypovirus 1	205895	RNA 10	NC_003025
Reoviridae	Fijivirus	Rice black streaked dwarf virus	10990	1	NC_003729
Reoviridae	Fijivirus	Rice black streaked dwarf virus	10990	10	NC_003733
Reoviridae	Fijivirus	Rice black streaked dwarf virus	10990	5	NC_003736
Reoviridae	Fijivirus	Rice black streaked dwarf virus	10990	7	NC_003730
Reoviridae	Fijivirus	Rice black streaked dwarf virus	10990	8	NC_003732
Reoviridae	Fijivirus	Rice black streaked dwarf virus	10990	9	NC_003731
Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	519497	10	NC_014713
Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	519497	4	NC_014717
Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	519497	6	NC_014709
Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	519497	7	NC_014710
Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	519497	8	NC_014711
Reoviridae	Fijivirus	Southern rice black-streaked dwarf virus	519497	9	NC_014712
Reoviridae	Orbivirus	African horse sickness virus	40050	1	NC_006021
Reoviridae	Orbivirus	African horse sickness virus	40050	10	NC_006009
Reoviridae	Orbivirus	African horse sickness virus	40050	2	NC_005996
Reoviridae	Orbivirus	African horse sickness virus	40050	3	NC_006017
Reoviridae	Orbivirus	African horse sickness virus	40050	4	NC_006012
Reoviridae	Orbivirus	African horse sickness virus	40050	5	NC_006020
Reoviridae	Orbivirus	African horse sickness virus	40050	6	NC_006018
Reoviridae	Orbivirus	African horse sickness virus	40050	7	NC_006011
Reoviridae	Orbivirus	African horse sickness virus	40050	8	NC_006016
Reoviridae	Orbivirus	African horse sickness virus	40050	9	NC_006019
Reoviridae	Orbivirus	Bluetongue virus	40051	1	NC_006023
Reoviridae	Orbivirus	Bluetongue virus	40051	10	NC_006015
Reoviridae	Orbivirus	Bluetongue virus	40051	2	NC_006013
Reoviridae	Orbivirus	Bluetongue virus	40051	3	NC_006014
Reoviridae	Orbivirus	Bluetongue virus	40051	4	NC_006024
Reoviridae	Orbivirus	Bluetongue virus	40051	5	NC_006025
Reoviridae	Orbivirus	Bluetongue virus	40051	6	NC_006010
Reoviridae	Orbivirus	Bluetongue virus	40051	7	NC_006022
Reoviridae	Orbivirus	Bluetongue virus	40051	8	NC_006007
Reoviridae	Orbivirus	Bluetongue virus	40051	9	NC_006008
Reoviridae	Orbivirus	Changuinola virus	40052	1	NC_022639
Reoviridae	Orbivirus	Changuinola virus	40052	10	NC_022638
Reoviridae	Orbivirus	Changuinola virus	40052	3	NC_022634
Reoviridae	Orbivirus	Changuinola virus	40052	4	NC_022640
Reoviridae	Orbivirus	Changuinola virus	40052	6	NC_022641
Reoviridae	Orbivirus	Changuinola virus	40052	7	NC_022636
Reoviridae	Orbivirus	Changuinola virus	40052	8	NC_022637
Reoviridae	Orbivirus	Changuinola virus	40052	9	NC_022642
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	1	NC_013396
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	10	NC_013405
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	2	NC_013397
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	3	NC_013398
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	4	NC_013399
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	5	NC_013400
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	6	NC_013401
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	7	NC_013402
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	8	NC_013403
Reoviridae	Orbivirus	Epizootic hemorrhagic disease virus	40054	9	NC_013404
Reoviridae	Orbivirus	Great Island virus	204269	1	NC_014522
Reoviridae	Orbivirus	Great Island virus	204269	2	NC_014523
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	L1	NC_015126
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	L2	NC_015127
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	L3	NC_015128
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	M1	NC_015129
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	M2	NC_015130
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	M3	NC_015131
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	S1	NC_015132
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	S2	NC_015133
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	S3	NC_015134
Reoviridae	Orthoreovirus	Avian orthoreovirus	38170	S4	NC_015135
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	L1	NC_013225
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	L2	NC_013226
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	L3	NC_013229
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	M1	NC_013227
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	M2	NC_013228
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	M3	NC_013230
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	S1	NC_013231
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	S2	NC_013232
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	S3	NC_013233
Reoviridae	Orthoreovirus	Mammalian orthoreovirus	351073	S4	NC_013234
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	L1	NC_036476
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	L2	NC_036468
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	M1	NC_036469
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	M2	NC_036470
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	M3	NC_036471
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	S1	NC_036472
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	S2	NC_036473
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	S3	NC_036474
Reoviridae	Orthoreovirus	Piscine orthoreovirus	1157337	S4	NC_036475
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	L1	NC_025801
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	L2	NC_025802
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	L3	NC_025803
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	M1	NC_025804
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	M2	NC_025808
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	M3	NC_025805
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	S2	NC_025809
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	S3	NC_025807
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	S4	NC_025810
Reoviridae	Phytoreovirus	Homalodisca vitripennis reovirus	411854	11	NC_012545
Reoviridae	Rotavirus	Rotavirus A	28875	1	NC_011507
Reoviridae	Rotavirus	Rotavirus A	28875	10	NC_011504
Reoviridae	Rotavirus	Rotavirus A	28875	11	NC_011505
Reoviridae	Rotavirus	Rotavirus A	28875	2	NC_011506
Reoviridae	Rotavirus	Rotavirus A	28875	3	NC_011508
Reoviridae	Rotavirus	Rotavirus A	28875	4	NC_011510
Reoviridae	Rotavirus	Rotavirus A	28875	5	NC_011500
Reoviridae	Rotavirus	Rotavirus A	28875	6	NC_011509
Reoviridae	Rotavirus	Rotavirus A	28875	7	NC_011501
Reoviridae	Rotavirus	Rotavirus A	28875	8	NC_011502
Reoviridae	Rotavirus	Rotavirus A	28875	9	NC_011503
Reoviridae	Rotavirus	Rotavirus B	28876	1	NC_021541
Reoviridae	Rotavirus	Rotavirus B	28876	10	NC_021550
Reoviridae	Rotavirus	Rotavirus B	28876	11	NC_021549
Reoviridae	Rotavirus	Rotavirus B	28876	2	NC_021545
Reoviridae	Rotavirus	Rotavirus B	28876	3	NC_021551
Reoviridae	Rotavirus	Rotavirus B	28876	4	NC_021543
Reoviridae	Rotavirus	Rotavirus B	28876	5	NC_021546
Reoviridae	Rotavirus	Rotavirus B	28876	6	NC_021544
Reoviridae	Rotavirus	Rotavirus B	28876	7	NC_021547
Reoviridae	Rotavirus	Rotavirus B	28876	8	NC_021548
Reoviridae	Rotavirus	Rotavirus B	28876	9	NC_021542
Reoviridae	Rotavirus	Rotavirus C	36427	1	NC_007547
Reoviridae	Rotavirus	Rotavirus C	36427	10	NC_007569
Reoviridae	Rotavirus	Rotavirus C	36427	11	NC_007573
Reoviridae	Rotavirus	Rotavirus C	36427	2	NC_007546
Reoviridae	Rotavirus	Rotavirus C	36427	3	NC_007572
Reoviridae	Rotavirus	Rotavirus C	36427	4	NC_007574
Reoviridae	Rotavirus	Rotavirus C	36427	5	NC_007570
Reoviridae	Rotavirus	Rotavirus C	36427	6	NC_007543
Reoviridae	Rotavirus	Rotavirus C	36427	7	NC_007544
Reoviridae	Rotavirus	Rotavirus C	36427	8	NC_007571
Reoviridae	Rotavirus	Rotavirus C	36427	9	NC_007545
Reoviridae	Rotavirus	Rotavirus D	335100	6	NC_014516
Reoviridae	Rotavirus	Rotavirus D	335100	9	NC_014519
Reoviridae	Rotavirus	Rotavirus H	1348384	6	NC_007553
Reoviridae	Seadornavirus	Banna virus	77763	12	NC_004198
Retroviridae	Alpharetrovirus	Avian leukosis virus	11864	None	NC_015116,NC_001408
Retroviridae	Betaretrovirus	Enzootic nasal tumour virus of goats	239365	None	NC_004994
Retroviridae	Betaretrovirus	Mason-Pfizer monkey virus	11855	None	NC_001550
Retroviridae	Betaretrovirus	Ovine enzootic nasal tumor virus	69576	None	NC_007015
Retroviridae	Deltaretrovirus	Bovine leukemia virus	11901	None	NC_001414
Retroviridae	Deltaretrovirus	Primate T-lymphotropic virus 1	194440	None	NC_001436,NC_000858
Retroviridae	Deltaretrovirus	Primate T-lymphotropic virus 2	194441	None	NC_001815,NC_001488
Retroviridae	Felispumavirus	Feline foamy virus	53182	None	NC_039242
Retroviridae	Gammaretrovirus	Feline leukemia virus	11768	None	NC_001940
Retroviridae	Gammaretrovirus	Murine leukemia virus	11786	None	NC_001362,NC_001501,NC_001702
Retroviridae	Gammaretrovirus	Murine leukemia-related retroviruses	99182	None	NC_007815
Retroviridae	Gammaretrovirus	Porcine type-C oncovirus	369960	None	NC_003059
Retroviridae	Gammaretrovirus	Reticuloendotheliosis virus	11636	None	NC_006934
Retroviridae	Lentivirus	Caprine arthritis encephalitis virus	11660	None	NC_001463
Retroviridae	Lentivirus	Equine infectious anemia virus	11665	None	NC_001450
Retroviridae	Lentivirus	Feline immunodeficiency virus	11673	None	NC_001482
Retroviridae	Lentivirus	Human immunodeficiency virus 1	11676	None	NC_001802
Retroviridae	Lentivirus	Human immunodeficiency virus 2	11709	None	NC_001722
Retroviridae	Lentivirus	Simian immunodeficiency virus	11723	None	NC_004455,NC_001549
Retroviridae	Spumavirus	Simian foamy virus	11642	None	NC_001364
Rhabdoviridae	Hapavirus	Flanders hapavirus	1972612	None	NC_039202
Rhabdoviridae	Lyssavirus	European bat 1 lyssavirus	57482	None	NC_009527
Rhabdoviridae	Lyssavirus	European bat 2 lyssavirus	57483	None	NC_009528
Rhabdoviridae	Lyssavirus	Rabies lyssavirus	11292	None	NC_001542
Rhabdoviridae	Sprivivirus	Carp sprivivirus	696863	None	NC_002803
Rhabdoviridae	Vesiculovirus	Chandipura vesiculovirus	1972576	None	NC_020805
Rhabdoviridae	Vesiculovirus	Indiana vesiculovirus	1972577	None	NC_001560
Rhabdoviridae	Vesiculovirus	New Jersey vesiculovirus	1972578	None	NC_024473
Secoviridae	Comovirus	Bean pod mottle virus	12260	RNA 1	NC_003496
Secoviridae	Fabavirus	Broad bean wilt virus 2	76875	RNA 1	NC_003003
Secoviridae	Fabavirus	Broad bean wilt virus 2	76875	RNA 2	NC_003004
Secoviridae	Fabavirus	Prunus virus F	1855510	RNA 1	NC_039077
Secoviridae	Nepovirus	Arabis mosaic virus	12271	RNA 2	NC_006056
Secoviridae	Nepovirus	Cherry leaf roll virus	12615	RNA 1	NC_015414
Secoviridae	Nepovirus	Cherry leaf roll virus	12615	RNA 2	NC_015415
Secoviridae	Nepovirus	Grapevine fanleaf virus	12274	RNA 1	NC_003615
Secoviridae	Nepovirus	Grapevine fanleaf virus	12274	RNA 2	NC_003623
Siphoviridae	Fromanvirus	Mycobacterium virus Peaches	663557	None	NC_013694
Siphoviridae	Pegunavirus	Mycobacterium virus Pg1	1986538	None	NC_028682,NC_023740,NC_008197,NC_028907,NC_005259
Siphoviridae	Pegunavirus	Mycobacterium virus Soto	1982928	None	NC_027985,NC_028942,NC_028658,NC_023727,NC_025438
Smacoviridae	Huchismacovirus	Human smacovirus 1	1595998	None	NC_026252
Solemoviridae	Sobemovirus	Rice yellow mottle virus	31744	None	NC_001575
Togaviridae	Alphavirus	Chikungunya virus	37124	None	NC_004162
Togaviridae	Alphavirus	Eastern equine encephalitis virus	11021	None	NC_003899
Togaviridae	Alphavirus	Getah virus	59300	None	NC_006558
Togaviridae	Alphavirus	Highlands J virus	11024	None	NC_012561
Togaviridae	Alphavirus	Madariaga virus	1440170	None	NC_023812
Togaviridae	Alphavirus	Mayaro virus	59301	None	NC_003417
Togaviridae	Alphavirus	Ross River virus	11029	None	NC_001544
Togaviridae	Alphavirus	Salmon pancreas disease virus	84589	None	NC_003433,NC_003930
Togaviridae	Alphavirus	Semliki Forest virus	11033	None	NC_003215
Togaviridae	Alphavirus	Sindbis virus	11034	None	NC_001547
Togaviridae	Alphavirus	Venezuelan equine encephalitis virus	11036	None	NC_001449
Togaviridae	Alphavirus	Western equine encephalitis virus	11039	None	NC_003908
Tolecusatellitidae	Betasatellite	Ageratum leaf curl Cameroon betasatellite	635076	None	NC_012557
Tolecusatellitidae	Betasatellite	Ageratum leaf curl betasatellite	1175505	None	NC_020889
Tolecusatellitidae	Betasatellite	Ageratum yellow leaf curl betasatellite	169687	None	NC_005046
Tolecusatellitidae	Betasatellite	Ageratum yellow vein China betasatellite	329288	None	NC_007067
Tolecusatellitidae	Betasatellite	Bhendi yellow vein India betasatellite	908009	None	NC_014846
Tolecusatellitidae	Betasatellite	Bhendi yellow vein betasatellite	186371	None	NC_003405
Tolecusatellitidae	Betasatellite	Bhendi yellow vein mosaic betasatellite	908070	None	NC_014895
Tolecusatellitidae	Betasatellite	Chili leaf curl betasatellite	2010286	None	NC_005048
Tolecusatellitidae	Betasatellite	Cotton leaf curl Gezira betasatellite	304222	None	NC_006935
Tolecusatellitidae	Betasatellite	Cotton leaf curl Multan betasatellite	306025	None	NC_009535
Tolecusatellitidae	Betasatellite	Cotton leaf curl betasatellite	134386	None	NC_003200
Tolecusatellitidae	Betasatellite	Cotton leaf curl virus betasatellite	189515	None	NC_017829
Tolecusatellitidae	Betasatellite	Croton yellow vein mosaic betasatellite	411248	None	NC_008579
Tolecusatellitidae	Betasatellite	Kenaf leaf curl betasatellite	1273128	None	NC_027133
Tolecusatellitidae	Betasatellite	Ludwigia leaf distortion betasatellite	562747	None	NC_010569
Tolecusatellitidae	Betasatellite	Malvastrum yellow vein Yunnan virus satellite DNA beta	377611	None	NC_006632
Tolecusatellitidae	Betasatellite	Malvastrum yellow vein betasatellite	221036	None	NC_004733
Tolecusatellitidae	Betasatellite	Okra enation leaf curl betasatellite	908276	None	NC_014896
Tolecusatellitidae	Betasatellite	Okra leaf curl Mali virus satellite DNA beta	454128	None	NC_009731
Tolecusatellitidae	Betasatellite	Okra leaf curl betasatellite	756759	None	NC_004093
Tolecusatellitidae	Betasatellite	Papaya leaf curl betasatellite	714640	None	NC_004706
Tolecusatellitidae	Betasatellite	Tobacco curly shoot betasatellite	219596	None	NC_004546
Tolecusatellitidae	Betasatellite	Tobacco leaf curl betasatellite	205323	None	NC_038891,NC_005049
Tolecusatellitidae	Betasatellite	Tomato leaf curl Bangladesh betasatellite	885379	None	NC_014594
Tolecusatellitidae	Betasatellite	Tomato leaf curl China betasatellite	278069	None	NC_004544
Tolecusatellitidae	Betasatellite	Tomato leaf curl Joydebpur betasatellite	436243	None	NC_010236
Tolecusatellitidae	Betasatellite	Tomato leaf curl Yemen betasatellite	1176156	None	NC_018864
Tolecusatellitidae	Betasatellite	Tomato leaf curl betasatellite	220812	None	NC_004715
Tolecusatellitidae	Betasatellite	Tomato yellow leaf curl Thailand betasatellite	693897	None	NC_004903
Tolecusatellitidae	Betasatellite	Tomato yellow leaf curl betasatellite	391090	None	NC_010126
Tombusviridae	Betanecrovirus	Beet black scorch virus	196375	None	NC_004452
Tombusviridae	Gammacarmovirus	Melon necrotic spot virus	11987	None	NC_001504
Tombusviridae	Machlomovirus	Maize chlorotic mottle virus	12138	None	NC_003627
Tombusviridae	Umbravirus	Tobacco bushy top virus	184020	None	NC_004366
Tospoviridae	Orthotospovirus	Groundnut bud necrosis tospovirus	1933261	S	NC_003619
Tospoviridae	Orthotospovirus	Impatiens necrotic spot tospovirus	1933294	S	NC_003624
Tospoviridae	Orthotospovirus	Tomato spotted wilt tospovirus	1933298	L	NC_002052
Tospoviridae	Orthotospovirus	Tomato spotted wilt tospovirus	1933298	M	NC_002050
Tospoviridae	Orthotospovirus	Tomato spotted wilt tospovirus	1933298	S	NC_002051
Tymoviridae	Tymovirus	Turnip yellow mosaic virus	12154	None	NC_004063
Virgaviridae	Hordeivirus	Barley stripe mosaic virus	12327	RNA 1	NC_003469
Virgaviridae	Hordeivirus	Barley stripe mosaic virus	12327	RNA 2	NC_003481
Virgaviridae	Hordeivirus	Barley stripe mosaic virus	12327	RNA 3	NC_003478
Virgaviridae	Pomovirus	Potato mop-top virus	37128	RNA 1	NC_003723
Virgaviridae	Pomovirus	Potato mop-top virus	37128	RNA 2	NC_003725
Virgaviridae	Pomovirus	Potato mop-top virus	37128	RNA 3	NC_003724
Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus	12235	None	NC_001801
Virgaviridae	Tobamovirus	Odontoglossum ringspot virus	12238	None	NC_001728
Virgaviridae	Tobamovirus	Pepper mild mottle virus	12239	None	NC_003630
Virgaviridae	Tobamovirus	Tobacco mosaic virus	12242	None	NC_001367
Virgaviridae	Tobamovirus	Tomato mosaic virus	12253	None	NC_002692
Virgaviridae	Tobamovirus	Tomato mottle mosaic virus	1391702	None	NC_022230
Virgaviridae	Tobamovirus	Youcai mosaic virus	228578	None	NC_004422
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	RNA 1	NC_003805
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	RNA 2	NC_003811
unknown	Deltavirus	Hepatitis delta virus	12475	None	NC_001653
unknown	Idaeovirus	Raspberry bushy dwarf virus	12451	RNA 2	NC_003740
unknown	Negevirus	Castlerea virus	1969351	None	NC_034569
unknown	Negevirus	Piura virus	1170425	None	NC_034155
unknown	Negevirus	Wallerfield virus	1457165	None	NC_023440
unknown	Posavirus	Posavirus 1	1105380	None	NC_023637
unknown	unknown	Apple hammerhead viroid-like circular RNA	1737346	None	NC_028132
unknown	unknown	Bamboo mosaic virus satellite RNA	190811	None	NC_003497
unknown	unknown	Basavirus sp.	1930507	None	NC_032458
unknown	unknown	Beihai picorna-like virus 15	1922557	None	NC_032226
unknown	unknown	Beihai picorna-like virus 35	1922578	None	NC_032206
unknown	unknown	Cherry small circular viroid-like RNA	64021	None	NC_028271
unknown	unknown	Cordoba virus	1955175	None	NC_034156
unknown	unknown	Cucumber mosaic virus satellite RNA	12436	None	NC_002602
unknown	unknown	Grapevine fanleaf virus satellite RNA	141860	None	NC_003203
unknown	unknown	Groundnut rosette virus satellite RNA	127441	None	NC_002738
unknown	unknown	New World begomovirus associated satellite DNA	1149866	None	NC_016963
unknown	unknown	Nora virus	363716	None	NC_007919
unknown	unknown	Posavirus sp.	1930510	None	NC_032412
unknown	unknown	Rasavirus sp.	1930508	None	NC_032479
unknown	unknown	Small begomovirus-associated satellite	1538101	None	NC_024777
unknown	unknown	Tanay virus	1489714	None	NC_024071
unknown	unknown	Temperate fruit decay-associated virus	1628899	None	NC_027632
